CUSEC,total,unipersonal,h_65+,h_65-,m_65+,m_65-,gana,pc_unipersonal,pc_h_65+,pc_h_65-,pc_m_65+,pc_m_65-
3727401011,435,180,18,33,84,45,1,"41,38","4,14","7,59","19,31","10,34"
3727401012,282,105,9,18,57,21,1,"37,23","3,19","6,38","20,21","7,45"
3727402001,609,228,27,48,96,54,1,"37,44","4,43","7,88","15,76","8,87"
3727402002,699,285,24,63,114,81,1,"40,77","3,43","9,01","16,31","11,59"
3727402003,579,228,18,45,102,60,1,"39,38","3,11","7,77","17,62","10,36"
3727402004,603,204,27,36,99,45,1,"33,83","4,48","5,97","16,42","7,46"
3727402005,657,216,15,54,84,66,1,"32,88","2,28","8,22","12,79","10,05"
3727402006,510,144,18,33,36,60,2,"28,24","3,53","6,47","7,06","11,76"
3727402007,585,216,27,33,111,45,1,"36,92","4,62","5,64","18,97","7,69"
3727402008,528,186,18,42,90,36,1,"35,23","3,41","7,95","17,05","6,82"
3727402009,399,126,18,21,60,27,2,"31,58","4,51","5,26","15,04","6,77"
3727402010,648,228,27,36,105,60,1,"35,19","4,17","5,56","16,2","9,26"
3722301001,42,18,3,6,9,,,"42,86","7,14","14,29","21,43",0
3727402011,381,135,18,24,72,27,1,"35,43","4,72","6,3","18,9","7,09"
3727402012,540,147,24,15,78,30,2,"27,22","4,44","2,78","14,44","5,56"
3727402013,390,132,18,24,57,33,1,"33,85","4,62","6,15","14,62","8,46"
3727402014,399,144,18,18,75,33,1,"36,09","4,51","4,51","18,8","8,27"
3727402015,402,123,15,21,63,27,2,"30,6","3,73","5,22","15,67","6,72"
3727402016,327,87,12,18,27,27,2,"26,61","3,67","5,5","8,26","8,26"
3727402017,297,87,9,15,39,24,2,"29,29","3,03","5,05","13,13","8,08"
3727402018,744,204,21,57,54,75,2,"27,42","2,82","7,66","7,26","10,08"
3727402019,351,111,12,27,39,30,"1, 2","31,62","3,42","7,69","11,11","8,55"
3727402020,561,150,15,36,33,69,1,"26,74","2,67","6,42","5,88","12,3"
3727403001,324,120,18,21,54,30,1,"37,04","5,56","6,48","16,67","9,26"
3727403002,918,414,51,129,93,138,1,"45,1","5,56","14,05","10,13","15,03"
3727403003,387,132,15,18,66,33,2,"34,11","3,88","4,65","17,05","8,53"
3727403004,501,216,24,42,90,63,1,"43,11","4,79","8,38","17,96","12,57"
3727403005,525,165,18,42,72,30,1,"31,43","3,43",8,"13,71","5,71"
3727403006,285,111,18,30,45,15,1,"38,95","6,32","10,53","15,79","5,26"
3727403007,546,123,15,54,24,33,2,"22,53","2,75","9,89","4,4","6,04"
3727403008,405,156,24,42,72,21,1,"38,52","5,93","10,37","17,78","5,19"
3727403009,789,267,33,78,45,111,1,"33,84","4,18","9,89","5,7","14,07"
3727403010,561,189,15,63,39,75,1,"33,69","2,67","11,23","6,95","13,37"
3727403011,495,135,18,51,33,30,2,"27,27","3,64","10,3","6,67","6,06"
3727403012,339,90,15,18,33,24,2,"26,55","4,42","5,31","9,73","7,08"
3727403013,558,135,21,39,30,45,2,"24,19","3,76","6,99","5,38","8,06"
3727403014,582,198,24,69,48,54,1,"34,02","4,12","11,86","8,25","9,28"
3727403015,408,96,3,30,33,30,2,"23,53","0,74","7,35","8,09","7,35"
3727403016,342,60,6,24,9,18,3,"17,54","1,75","7,02","2,63","5,26"
3727403017,837,171,9,75,27,60,3,"20,43","1,08","8,96","3,23","7,17"
3727403018,870,240,15,108,33,84,1,"27,59","1,72","12,41","3,79","9,66"
3727403019,483,162,12,60,30,60,1,"33,54","2,48","12,42","6,21","12,42"
3727403020,642,207,3,114,12,78,1,"32,24","0,47","17,76","1,87","12,15"
3727404001,426,207,24,57,75,48,1,"48,59","5,63","13,38","17,61","11,27"
3727404002,531,216,21,45,93,57,1,"40,68","3,95","8,47","17,51","10,73"
3727404003,411,168,21,33,72,42,1,"40,88","5,11","8,03","17,52","10,22"
3727404004,624,264,30,45,120,69,1,"42,31","4,81","7,21","19,23","11,06"
3727404005,615,252,24,72,105,54,1,"40,98","3,9","11,71","17,07","8,78"
3727404006,507,231,30,48,90,57,1,"45,56","5,92","9,47","17,75","11,24"
3727404008,492,216,24,42,96,54,1,"43,9","4,88","8,54","19,51","10,98"
3724901001,18,9,6,3,,,,50,"33,33","16,67",0,0
3727404009,585,195,21,63,36,78,1,"33,33","3,59","10,77","6,15","13,33"
3727404010,894,276,36,78,81,81,"1, 2","30,87","4,03","8,72","9,06","9,06"
3727404011,516,156,18,33,45,60,2,"30,23","3,49","6,4","8,72","11,63"
3727404012,756,201,24,54,45,81,2,"26,59","3,17","7,14","5,95","10,71"
3727404013,585,192,15,57,60,60,1,"32,82","2,56","9,74","10,26","10,26"
3727404014,450,165,21,36,72,36,1,"36,67","4,67",8,16,8
3727404016,627,237,27,45,102,60,1,"37,8","4,31","7,18","16,27","9,57"
3727404017,444,168,6,51,51,60,1,"37,84","1,35","11,49","11,49","13,51"
3727404018,390,159,21,33,78,30,1,"40,77","5,38","8,46",20,"7,69"
3727404019,936,315,39,84,105,87,1,"33,65","4,17","8,97","11,22","9,29"
3727404020,378,168,18,36,72,42,1,"44,44","4,76","9,52","19,05","11,11"
3727404021,588,147,12,27,60,48,2,25,"2,04","4,59","10,2","8,16"
3727201001,60,18,9,3,6,,,30,15,5,10,0
3727404022,669,246,21,72,69,78,1,"36,77","3,14","10,76","10,31","11,66"
3727404023,459,171,18,54,36,66,1,"37,25","3,92","11,76","7,84","14,38"
3727404024,990,366,15,150,27,174,1,"36,97","1,52","15,15","2,73","17,58"
3727404025,681,255,12,111,15,114,1,"37,44","1,76","16,3","2,2","16,74"
3727405001,630,252,30,33,126,63,1,40,"4,76","5,24",20,10
3727405002,477,195,39,30,93,33,1,"40,88","8,18","6,29","19,5","6,92"
3727405003,378,159,15,21,87,36,1,"42,06","3,97","5,56","23,02","9,52"
3727405004,459,186,15,39,75,60,1,"40,52","3,27","8,5","16,34","13,07"
3727405005,423,174,21,39,69,45,1,"41,13","4,96","9,22","16,31","10,64"
3727405006,576,243,39,54,90,57,1,"42,19","6,77","9,38","15,63","9,9"
3727405007,492,189,30,36,93,33,1,"38,41","6,1","7,32","18,9","6,71"
3727405008,420,150,12,39,60,42,1,"35,71","2,86","9,29","14,29",10
3727405009,684,225,33,39,81,72,"1, 2","32,89","4,82","5,7","11,84","10,53"
3727405010,477,168,15,27,90,39,1,"35,22","3,14","5,66","18,87","8,18"
3727405011,522,144,18,33,69,27,2,"27,59","3,45","6,32","13,22","5,17"
3727405012,690,252,27,54,102,69,1,"36,52","3,91","7,83","14,78",10
3727405013,519,186,18,45,75,45,1,"35,84","3,47","8,67","14,45","8,67"
3727405014,270,81,9,12,45,15,2,30,"3,33","4,44","16,67","5,56"
3727405015,441,171,9,42,81,36,1,"38,78","2,04","9,52","18,37","8,16"
3727405016,267,72,9,12,39,12,2,"26,97","3,37","4,49","14,61","4,49"
3727405017,579,234,30,54,102,48,1,"40,41","5,18","9,33","17,62","8,29"
3727405018,390,147,15,30,69,33,1,"37,69","3,85","7,69","17,69","8,46"
3727405019,456,138,21,21,69,27,2,"30,26","4,61","4,61","15,13","5,92"
3727405020,663,165,21,33,84,30,2,"24,89","3,17","4,98","12,67","4,52"
3727405021,297,126,21,27,51,21,1,"42,42","7,07","9,09","17,17","7,07"
3727405022,378,126,21,15,69,24,2,"33,33","5,56","3,97","18,25","6,35"
3727405025,534,165,15,45,45,63,2,"30,9","2,81","8,43","8,43","11,8"
3727405026,450,156,21,36,63,39,1,"34,67","4,67",8,14,"8,67"
3727406001,630,231,18,57,96,60,1,"36,67","2,86","9,05","15,24","9,52"
3727406002,576,219,33,27,102,60,1,"38,02","5,73","4,69","17,71","10,42"
3727406003,648,249,21,48,120,60,1,"38,43","3,24","7,41","18,52","9,26"
3727406004,330,123,9,21,72,21,1,"37,27","2,73","6,36","21,82","6,36"
3727406005,504,168,18,27,81,39,2,"33,33","3,57","5,36","16,07","7,74"
3727406006,504,186,21,36,78,54,1,"36,9","4,17","7,14","15,48","10,71"
3727406007,468,177,18,18,90,45,1,"37,82","3,85","3,85","19,23","9,62"
3727406008,516,201,24,51,72,57,1,"38,95","4,65","9,88","13,95","11,05"
3727406009,474,144,18,30,63,33,2,"30,38","3,8","6,33","13,29","6,96"
3727406010,657,243,36,45,93,66,1,"36,99","5,48","6,85","14,16","10,05"
3727406011,849,273,24,60,90,99,1,"32,16","2,83","7,07","10,6","11,66"
3727406012,561,222,27,30,108,60,1,"39,57","4,81","5,35","19,25","10,7"
3727406013,699,231,27,48,105,54,1,"33,05","3,86","6,87","15,02","7,73"
3727406014,633,219,33,42,93,54,1,"34,6","5,21","6,64","14,69","8,53"
3727406015,405,141,12,24,66,36,1,"34,81","2,96","5,93","16,3","8,89"
3727406016,447,174,27,30,75,42,1,"38,93","6,04","6,71","16,78","9,4"
3727406017,744,222,24,51,99,51,2,"29,84","3,23","6,85","13,31","6,85"
3727406019,600,168,21,36,63,48,2,28,"3,5",6,"10,5",8
3727406020,786,234,15,96,36,90,1,"29,77","1,91","12,21","4,58","11,45"
3727406021,738,189,18,54,39,81,2,"25,61","2,44","7,32","5,28","10,98"
3727406022,324,117,18,24,60,15,1,"36,11","5,56","7,41","18,52","4,63"
3727406023,582,177,21,48,51,60,1,"30,41","3,61","8,25","8,76","10,31"
3727601001,69,39,15,9,9,6,1,"56,52","21,74","13,04","13,04","8,7"
3727701001,42,24,6,6,6,6,1,"57,14","14,29","14,29","14,29","14,29"
3727801001,438,132,15,72,12,30,"1, 2","30,14","3,42","16,44","2,74","6,85"
3727901001,339,123,33,33,36,18,1,"36,28","9,73","9,73","10,62","5,31"
3728201001,105,45,12,12,18,6,1,"42,86","11,43","11,43","17,14","5,71"
3728301001,57,24,3,12,6,3,,"42,11","5,26","21,05","10,53","5,26"
3728401001,177,75,15,39,15,9,1,"42,37","8,47","22,03","8,47","5,08"
3728501001,186,78,33,15,24,9,1,"41,94","17,74","8,06","12,9","4,84"
3728601001,123,63,18,27,12,9,1,"51,22","14,63","21,95","9,76","7,32"
3728701001,141,45,12,15,12,9,1,"31,91","8,51","10,64","8,51","6,38"
3728801001,129,39,3,27,6,3,1,"30,23","2,33","20,93","4,65","2,33"
3728901001,102,48,12,9,21,3,1,"47,06","11,76","8,82","20,59","2,94"
3729001001,66,30,9,9,6,6,1,"45,45","13,64","13,64","9,09","9,09"
3729101001,135,66,12,33,15,12,1,"48,89","8,89","24,44","11,11","8,89"
3729201001,51,24,3,12,6,3,,"47,06","5,88","23,53","11,76","5,88"
3729401001,651,171,18,60,45,45,2,"26,27","2,76","9,22","6,91","6,91"
3729401002,582,141,15,42,48,39,2,"24,23","2,58","7,22","8,25","6,7"
3729401003,813,237,24,87,45,78,1,"29,15","2,95","10,7","5,54","9,59"
3729401004,513,123,12,45,33,30,2,"23,98","2,34","8,77","6,43","5,85"
3729401005,963,246,21,93,54,75,2,"25,55","2,18","9,66","5,61","7,79"
3729401006,804,174,12,51,42,69,3,"21,64","1,49","6,34","5,22","8,58"
3729401007,411,69,15,12,27,18,2,"16,79","3,65","2,92","6,57","4,38"
3729401008,603,156,12,66,18,60,"1, 2","25,87","1,99","10,95","2,99","9,95"
3729401009,351,45,9,18,12,6,4,"12,82","2,56","5,13","3,42","1,71"
3729601001,153,69,9,18,30,12,1,"45,1","5,88","11,76","19,61","7,84"
3729701001,252,138,24,36,36,42,1,"54,76","9,52","14,29","14,29","16,67"
3729801001,84,36,9,12,6,6,1,"42,86","10,71","14,29","7,14","7,14"
3730001001,267,96,36,21,30,12,1,"35,96","13,48","7,87","11,24","4,49"
3730101001,45,15,6,6,3,0,,"33,33","13,33","13,33","6,67",0
3730201001,126,54,12,18,21,6,1,"42,86","9,52","14,29","16,67","4,76"
3730301001,81,30,12,9,15,3,1,"37,04","14,81","11,11","18,52","3,7"
3730501001,117,57,12,18,15,12,1,"48,72","10,26","15,38","12,82","10,26"
3730601001,147,84,24,24,24,12,1,"57,14","16,33","16,33","16,33","8,16"
3730701001,72,33,9,9,12,3,1,"45,83","12,5","12,5","16,67","4,17"
3731001001,48,15,0,6,6,3,,"31,25",0,"12,5","12,5","6,25"
3731101001,96,42,12,6,21,3,1,"43,75","12,5","6,25","21,88","3,13"
3731201001,132,66,9,24,21,9,1,50,"6,82","18,18","15,91","6,82"
3731301001,237,78,24,24,27,3,1,"32,91","10,13","10,13","11,39","1,27"
3731401001,36,9,,9,0,0,,25,0,25,0,0
3731501001,42,15,3,3,6,3,,"35,71","7,14","7,14","14,29","7,14"
3731601001,348,114,18,36,36,21,1,"32,76","5,17","10,34","10,34","6,03"
3731701001,126,39,9,12,15,3,"1, 2","30,95","7,14","9,52","11,9","2,38"
3731801001,90,39,9,15,12,3,1,"43,33",10,"16,67","13,33","3,33"
3731901001,54,36,9,12,9,6,1,"66,67","16,67","22,22","16,67","11,11"
3732001001,42,18,6,3,6,3,,"42,86","14,29","7,14","14,29","7,14"
3732101001,66,21,3,6,9,6,2,"31,82","4,55","9,09","13,64","9,09"
3732201001,261,84,15,30,21,21,1,"32,18","5,75","11,49","8,05","8,05"
3732201002,1017,276,42,114,54,66,2,"27,14","4,13","11,21","5,31","6,49"
3732301001,249,105,24,36,30,15,1,"42,17","9,64","14,46","12,05","6,02"
3732401001,147,51,15,18,12,6,1,"34,69","10,2","12,24","8,16","4,08"
3732701001,81,24,6,12,6,3,"1, 2","29,63","7,41","14,81","7,41","3,7"
3732801001,96,51,12,15,24,6,1,"53,13","12,5","15,63",25,"6,25"
3732901001,18,3,3,0,0,0,,"16,67","16,67",0,0,0
3733001001,138,45,15,12,18,3,1,"32,61","10,87","8,7","13,04","2,17"
3733101001,99,45,15,18,9,3,1,"45,45","15,15","18,18","9,09","3,03"
3733201001,42,21,3,9,9,0,,50,"7,14","21,43","21,43",0
3733301001,93,30,9,9,6,6,2,"32,26","9,68","9,68","6,45","6,45"
3733501001,168,66,6,24,21,12,1,"39,29","3,57","14,29","12,5","7,14"
3733601001,27,9,0,3,3,3,,"33,33",0,"11,11","11,11","11,11"
3733701001,57,18,6,6,6,0,,"31,58","10,53","10,53","10,53",0
3733801001,48,21,3,9,6,3,,"43,75","6,25","18,75","12,5","6,25"
3733901001,132,51,12,24,15,0,1,"38,64","9,09","18,18","11,36",0
3734101001,33,9,0,6,3,0,,"27,27",0,"18,18","9,09",0
3734201001,114,30,6,12,6,9,2,"26,32","5,26","10,53","5,26","7,89"
3734301001,33,15,0,9,6,0,,"45,45",0,"27,27","18,18",0
3734401001,108,39,6,12,15,6,1,"36,11","5,56","11,11","13,89","5,56"
3734501001,72,30,6,9,9,6,1,"41,67","8,33","12,5","12,5","8,33"
3734601001,132,60,15,15,15,15,1,"45,45","11,36","11,36","11,36","11,36"
3734701001,228,75,15,36,15,6,1,"32,89","6,58","15,79","6,58","2,63"
3734801001,51,21,6,6,3,6,,"41,18","11,76","11,76","5,88","11,76"
3735001001,192,75,24,15,30,6,1,"39,06","12,5","7,81","15,63","3,13"
3735101001,126,42,12,12,21,3,2,"33,33","9,52","9,52","16,67","2,38"
3735201001,135,78,9,51,6,12,1,"57,78","6,67","37,78","4,44","8,89"
3727501001,48,15,3,6,6,,,"31,25","6,25","12,5","12,5",0
3735301001,51,21,6,6,3,6,,"41,18","11,76","11,76","5,88","11,76"
3735401001,591,129,12,63,30,24,2,"21,83","2,03","10,66","5,08","4,06"
3735401002,930,207,27,105,18,57,2,"22,26","2,9","11,29","1,94","6,13"
3735401003,816,192,12,84,33,63,2,"23,53","1,47","10,29","4,04","7,72"
3735401004,435,108,15,42,12,39,3,"24,83","3,45","9,66","2,76","8,97"
3728001001,36,15,6,6,3,,,"41,67","16,67","16,67","8,33",0
3735501001,93,42,12,15,12,6,1,"45,16","12,9","16,13","12,9","6,45"
3728101001,18,6,0,3,3,,,"33,33",0,"16,67","16,67",0
3735601001,45,21,3,12,3,3,,"46,67","6,67","26,67","6,67","6,67"
3735701001,141,66,27,15,24,3,1,"46,81","19,15","10,64","17,02","2,13"
3735801001,84,27,12,6,9,0,1,"32,14","14,29","7,14","10,71",0
3735901001,108,63,9,24,21,6,1,"58,33","8,33","22,22","19,44","5,56"
3736001001,93,30,6,9,9,3,1,"32,26","6,45","9,68","9,68","3,23"
3736101001,39,18,9,6,3,0,,"46,15","23,08","15,38","7,69",0
3736201001,486,90,6,39,15,33,4,"18,52","1,23","8,02","3,09","6,79"
3736201002,771,195,21,96,18,57,2,"25,29","2,72","12,45","2,33","7,39"
3736201003,579,120,15,57,18,33,3,"20,73","2,59","9,84","3,11","5,7"
3736201004,606,162,12,75,12,60,1,"26,73","1,98","12,38","1,98","9,9"
3736301001,54,24,6,6,12,0,,"44,44","11,11","11,11","22,22",0
3736401001,402,186,48,51,63,24,1,"46,27","11,94","12,69","15,67","5,97"
3729301001,54,24,9,6,9,,,"44,44","16,67","11,11","16,67",0
3736501001,78,27,9,6,6,3,1,"34,62","11,54","7,69","7,69","3,85"
3736601001,21,9,0,3,6,0,,"42,86",0,"14,29","28,57",0
3736701001,90,42,9,15,15,3,1,"46,67",10,"16,67","16,67","3,33"
3736901001,63,27,6,15,3,3,1,"42,86","9,52","23,81","4,76","4,76"
3737001001,138,57,21,15,15,3,1,"41,3","15,22","10,87","10,87","2,17"
3737101001,129,54,15,12,18,3,1,"41,86","11,63","9,3","13,95","2,33"
3737201001,69,30,3,12,9,3,1,"43,48","4,35","17,39","13,04","4,35"
3737301001,342,123,36,33,54,6,1,"35,96","10,53","9,65","15,79","1,75"
3737401001,531,147,27,45,51,27,1,"27,68","5,08","8,47","9,6","5,08"
3737501001,312,90,12,30,30,18,2,"28,85","3,85","9,62","9,62","5,77"
3737601001,528,168,39,45,60,27,1,"31,82","7,39","8,52","11,36","5,11"
3737601002,480,132,27,30,42,33,2,"27,5","5,63","6,25","8,75","6,88"
3737701001,99,30,6,9,12,3,"1, 2","30,3","6,06","9,09","12,12","3,03"
3729901001,105,30,12,9,9,,2,"28,57","11,43","8,57","8,57",0
3737801001,45,24,6,9,6,3,1,"53,33","13,33",20,"13,33","6,67"
3738001001,33,18,3,9,3,3,1,"54,55","9,09","27,27","9,09","9,09"
3738101001,87,54,15,18,15,6,1,"62,07","17,24","20,69","17,24","6,9"
3738201001,78,36,9,9,15,3,1,"46,15","11,54","11,54","19,23","3,85"
4000101001,321,93,15,30,33,15,1,"28,97","4,67","9,35","10,28","4,67"
3730401001,84,42,18,9,15,,1,50,"21,43","10,71","17,86",0
4000201001,18,9,3,3,3,0,,50,"16,67","16,67","16,67",0
4000301001,66,33,9,12,12,3,1,50,"13,64","18,18","18,18","4,55"
4000401001,249,96,24,27,36,12,1,"38,55","9,64","10,84","14,46","4,82"
4000601001,15,12,3,3,3,3,1,80,20,20,20,20
3730901001,18,9,3,3,3,,,50,"16,67","16,67","16,67",0
4000701001,42,21,9,6,3,3,,50,"21,43","14,29","7,14","7,14"
4001001001,60,30,6,9,15,3,1,50,10,15,25,5
4001201001,111,36,12,6,9,3,1,"32,43","10,81","5,41","8,11","2,7"
4001301001,36,15,9,3,3,0,,"41,67",25,"8,33","8,33",0
4001601001,24,12,3,3,3,3,,50,"12,5","12,5","12,5","12,5"
4001701001,45,12,3,6,3,0,,"26,67","6,67","13,33","6,67",0
4001901001,21,15,9,3,3,0,1,"71,43","42,86","14,29","14,29",0
4002001001,99,48,6,18,15,9,1,"48,48","6,06","18,18","15,15","9,09"
4002201001,117,57,9,27,9,9,1,"48,72","7,69","23,08","7,69","7,69"
4002401001,456,153,27,57,45,21,1,"33,55","5,92","12,5","9,87","4,61"
4002501001,63,21,6,9,6,3,1,"33,33","9,52","14,29","9,52","4,76"
4002601001,57,15,6,3,3,3,,"26,32","10,53","5,26","5,26","5,26"
4002801001,51,21,3,9,6,3,,"41,18","5,88","17,65","11,76","5,88"
4003001001,219,78,18,21,18,18,1,"35,62","8,22","9,59","8,22","8,22"
4003101001,357,144,9,78,15,42,1,"40,34","2,52","21,85","4,2","11,76"
4003201001,267,72,9,24,21,15,1,"26,97","3,37","8,99","7,87","5,62"
4003301001,45,27,6,12,0,9,1,60,"13,33","26,67",0,20
3732501001,48,24,6,9,9,,,50,"12,5","18,75","18,75",0
4003401001,42,21,6,9,6,0,,50,"14,29","21,43","14,29",0
4003501001,75,24,6,6,3,9,1,32,8,8,4,12
4003601001,261,87,12,39,24,9,1,"33,33","4,6","14,94","9,2","3,45"
4003901001,108,45,12,15,12,6,1,"41,67","11,11","13,89","11,11","5,56"
4004001001,327,123,21,45,42,15,1,"37,61","6,42","13,76","12,84","4,59"
4004001002,648,165,21,51,66,30,2,"25,46","3,24","7,87","10,19","4,63"
4004002001,429,138,21,36,72,9,1,"32,17","4,9","8,39","16,78","2,1"
4004101001,537,156,27,51,54,24,1,"29,05","5,03","9,5","10,06","4,47"
3733401001,30,9,3,3,3,,,30,10,10,10,0
4004301001,591,144,30,45,54,18,1,"24,37","5,08","7,61","9,14","3,05"
4004301002,366,126,33,30,39,18,1,"34,43","9,02","8,2","10,66","4,92"
4004501001,72,30,6,15,6,6,1,"41,67","8,33","20,83","8,33","8,33"
4004601001,60,30,9,18,6,3,1,50,15,30,10,5
4004801001,21,15,3,3,6,3,1,"71,43","14,29","14,29","28,57","14,29"
4004901001,18,15,3,3,6,3,1,"83,33","16,67","16,67","33,33","16,67"
3734001001,54,21,6,3,12,,,"38,89","11,11","5,56","22,22",0
4005101001,24,12,3,3,6,0,,50,"12,5","12,5",25,0
4005201001,45,18,0,6,9,3,,40,0,"13,33",20,"6,67"
4005301001,54,27,6,9,6,6,,50,"11,11","16,67","11,11","11,11"
4005401001,78,45,9,21,3,6,1,"57,69","11,54","26,92","3,85","7,69"
4005501001,18,15,3,6,6,0,1,"83,33","16,67","33,33","33,33",0
4005601001,21,15,3,,9,3,1,"71,43","14,29",0,"42,86","14,29"
4005701001,264,84,27,18,24,12,1,"31,82","10,23","6,82","9,09","4,55"
4005701002,435,105,24,24,42,12,2,"24,14","5,52","5,52","9,66","2,76"
4005801001,138,42,9,9,18,6,"1, 2","30,43","6,52","6,52","13,04","4,35"
3734901001,45,12,3,3,6,,,"26,67","6,67","6,67","13,33",0
4005901001,57,24,6,12,3,3,,"42,11","10,53","21,05","5,26","5,26"
4006001001,36,18,3,3,9,3,,50,"8,33","8,33",25,"8,33"
4006201001,36,18,6,9,3,0,,50,"16,67",25,"8,33",0
4006301001,369,114,27,36,39,18,1,"30,89","7,32","9,76","10,57","4,88"
4006301002,612,132,15,51,42,27,2,"21,57","2,45","8,33","6,86","4,41"
4006301003,327,120,24,45,36,15,1,"36,7","7,34","13,76","11,01","4,59"
4006302001,768,204,39,66,69,33,2,"26,56","5,08","8,59","8,98","4,3"
4006302002,648,168,21,54,51,42,2,"25,93","3,24","8,33","7,87","6,48"
4006302003,318,72,15,21,27,6,2,"22,64","4,72","6,6","8,49","1,89"
4006302004,837,246,24,87,84,54,2,"29,39","2,87","10,39","10,04","6,45"
4006501001,279,72,21,18,21,12,2,"25,81","7,53","6,45","7,53","4,3"
4007001001,105,54,9,27,12,9,1,"51,43","8,57","25,71","11,43","8,57"
4007201001,135,48,3,33,0,12,1,"35,56","2,22","24,44",0,"8,89"
4007301001,207,54,15,15,18,3,2,"26,09","7,25","7,25","8,7","1,45"
4007401001,123,42,9,9,18,3,1,"34,15","7,32","7,32","14,63","2,44"
4007501001,75,24,6,12,6,3,2,32,8,16,8,4
4007601001,642,183,27,72,48,36,1,"28,5","4,21","11,21","7,48","5,61"
4007601002,348,93,9,48,12,24,1,"26,72","2,59","13,79","3,45","6,9"
4007601003,612,186,12,69,45,60,1,"30,39","1,96","11,27","7,35","9,8"
4007601004,360,114,12,45,33,24,1,"31,67","3,33","12,5","9,17","6,67"
4007602001,366,90,9,36,18,24,2,"24,59","2,46","9,84","4,92","6,56"
4007602002,378,117,18,45,27,30,2,"30,95","4,76","11,9","7,14","7,94"
4007602003,264,81,9,30,36,3,1,"30,68","3,41","11,36","13,64","1,14"
4007603001,291,114,27,45,21,18,1,"39,18","9,28","15,46","7,22","6,19"
4007604001,615,216,21,120,15,57,1,"35,12","3,41","19,51","2,44","9,27"
3736801001,9,3,,,3,,,"33,33",0,0,"33,33",0
4007701001,615,219,9,132,12,66,1,"35,61","1,46","21,46","1,95","10,73"
4007801001,60,12,3,3,6,3,3,20,5,5,10,5
4007901001,162,87,27,33,9,15,1,"53,7","16,67","20,37","5,56","9,26"
4008001001,39,18,6,6,3,3,,"46,15","15,38","15,38","7,69","7,69"
4008101001,57,21,9,3,9,0,,"36,84","15,79","5,26","15,79",0
4008201001,57,27,6,9,12,0,,"47,37","10,53","15,79","21,05",0
4008301001,57,24,12,6,6,0,,"42,11","21,05","10,53","10,53",0
4008401001,21,6,0,3,3,0,,"28,57",0,"14,29","14,29",0
4008601001,345,117,24,42,42,9,1,"33,91","6,96","12,17","12,17","2,61"
4008701001,36,15,6,6,3,0,,"41,67","16,67","16,67","8,33",0
4008801001,141,51,15,9,21,6,1,"36,17","10,64","6,38","14,89","4,26"
4008901001,111,42,9,12,18,6,1,"37,84","8,11","10,81","16,22","5,41"
3737901001,87,33,6,24,3,,1,"37,93","6,9","27,59","3,45",0
4009101001,48,21,9,6,3,3,,"43,75","18,75","12,5","6,25","6,25"
4009201001,72,33,9,12,9,6,1,"45,83","12,5","16,67","12,5","8,33"
4009301001,42,15,0,12,0,3,,"35,71",0,"28,57",0,"7,14"
4009401001,210,72,6,30,18,15,1,"34,29","2,86","14,29","8,57","7,14"
4009501001,255,66,12,24,24,6,2,"25,88","4,71","9,41","9,41","2,35"
4009701001,108,42,6,27,3,6,1,"38,89","5,56",25,"2,78","5,56"
4009901001,24,9,3,3,0,3,,"37,5","12,5","12,5",0,"12,5"
4010001001,138,66,18,21,24,3,1,"47,83","13,04","15,22","17,39","2,17"
4000501001,15,9,3,6,0,,1,60,20,40,0,0
4010101001,555,150,12,87,0,48,1,"27,03","2,16","15,68",0,"8,65"
4010301001,87,39,9,15,9,6,1,"44,83","10,34","17,24","10,34","6,9"
4010401001,186,81,15,39,9,18,1,"43,55","8,06","20,97","4,84","9,68"
4000801001,30,15,6,3,6,,,50,20,10,20,0
4010501001,24,6,3,3,0,0,,25,"12,5","12,5",0,0
4010601001,96,39,12,12,12,6,1,"40,63","12,5","12,5","12,5","6,25"
4010701001,45,15,3,6,3,3,,"33,33","6,67","13,33","6,67","6,67"
4010801001,60,36,15,6,9,6,1,60,25,10,15,10
4001401001,27,18,3,9,6,,1,"66,67","11,11","33,33","22,22",0
4010901001,30,12,0,6,3,3,,40,0,20,10,10
4001501001,15,6,0,3,3,,,40,0,20,20,0
4011001001,174,84,21,21,33,6,1,"48,28","12,07","12,07","18,97","3,45"
4011101001,30,12,0,6,3,3,,40,0,20,10,10
4011201001,852,225,18,108,18,81,1,"26,41","2,11","12,68","2,11","9,51"
4001801001,30,9,3,3,3,,,30,10,10,10,0
4011201002,672,129,12,60,18,36,2,"19,2","1,79","8,93","2,68","5,36"
4011301001,219,78,21,33,9,15,1,"35,62","9,59","15,07","4,11","6,85"
4000901001,24,15,6,9,,,1,"62,5",25,"37,5",0,0
4011501001,57,24,6,9,6,3,,"42,11","10,53","15,79","10,53","5,26"
4011901001,90,30,3,15,6,3,1,"33,33","3,33","16,67","6,67","3,33"
4012001001,93,30,3,15,3,6,1,"32,26","3,23","16,13","3,23","6,45"
4012101001,141,57,15,15,18,9,1,"40,43","10,64","10,64","12,77","6,38"
4012201001,363,159,39,69,21,30,1,"43,8","10,74","19,01","5,79","8,26"
4012301001,90,45,6,15,12,9,1,50,"6,67","16,67","13,33",10
4002901001,15,9,6,0,3,,1,60,40,0,20,0
4012401001,105,36,9,12,9,9,1,"34,29","8,57","11,43","8,57","8,57"
