CUSEC,total,unipersonal,h_65+,h_65-,m_65+,m_65-,gana,pc_unipersonal,pc_h_65+,pc_h_65-,pc_m_65+,pc_m_65-
0820201009,678,168,15,54,63,36,2,"24,78","2,21","7,96","9,29","5,31"
0820202001,852,204,30,96,42,36,2,"23,94","3,52","11,27","4,93","4,23"
0820301001,753,204,21,99,42,42,1,"27,09","2,79","13,15","5,58","5,58"
0820301002,684,183,36,99,18,33,2,"26,75","5,26","14,47","2,63","4,82"
0820401001,753,111,18,39,27,27,3,"14,74","2,39","5,18","3,59","3,59"
0820401002,690,108,12,45,27,30,3,"15,65","1,74","6,52","3,91","4,35"
0820501001,801,234,18,57,93,63,1,"29,21","2,25","7,12","11,61","7,87"
0820501002,663,168,18,36,63,54,2,"25,34","2,71","5,43","9,5","8,14"
0820501003,438,102,15,18,45,24,2,"23,29","3,42","4,11","10,27","5,48"
0820501004,696,126,9,36,45,30,2,"18,1","1,29","5,17","6,47","4,31"
0820501005,651,117,6,48,15,48,2,"17,97","0,92","7,37","2,3","7,37"
0820501006,882,171,18,39,72,39,2,"19,39","2,04","4,42","8,16","4,42"
0820501007,393,87,9,21,24,30,2,"22,14","2,29","5,34","6,11","7,63"
0820501008,987,222,21,81,63,57,2,"22,49","2,13","8,21","6,38","5,78"
0820501009,552,84,15,18,33,18,2,"15,22","2,72","3,26","5,98","3,26"
0820501010,600,144,12,33,51,51,2,24,2,"5,5","8,5","8,5"
0820501011,660,132,12,39,39,42,2,20,"1,82","5,91","5,91","6,36"
0820501012,762,123,12,39,39,33,2,"16,14","1,57","5,12","5,12","4,33"
0820501013,516,69,12,24,21,15,4,"13,37","2,33","4,65","4,07","2,91"
0820501014,351,66,6,24,21,21,4,"18,8","1,71","6,84","5,98","5,98"
0820501015,765,99,9,39,24,27,4,"12,94","1,18","5,1","3,14","3,53"
0820501016,426,84,18,18,30,15,4,"19,72","4,23","4,23","7,04","3,52"
0820501017,1227,168,6,99,12,51,4,"13,69","0,49","8,07","0,98","4,16"
0820501018,798,132,6,66,12,48,3,"16,54","0,75","8,27","1,5","6,02"
0820501019,381,45,9,15,12,9,3,"11,81","2,36","3,94","3,15","2,36"
0820501020,498,72,6,24,12,30,4,"14,46","1,2","4,82","2,41","6,02"
0820501021,372,87,9,24,33,24,2,"23,39","2,42","6,45","8,87","6,45"
0820501022,576,114,15,27,39,33,2,"19,79","2,6","4,69","6,77","5,73"
0820501023,534,84,3,27,24,30,4,"15,73","0,56","5,06","4,49","5,62"
0820502001,483,57,9,15,18,15,"3, 4","11,8","1,86","3,11","3,73","3,11"
0820502002,768,195,21,45,66,66,2,"25,39","2,73","5,86","8,59","8,59"
0820502003,558,147,15,33,54,42,2,"26,34","2,69","5,91","9,68","7,53"
0820502004,474,93,15,27,36,15,2,"19,62","3,16","5,7","7,59","3,16"
0820502005,588,135,12,36,57,30,2,"22,96","2,04","6,12","9,69","5,1"
0820502006,561,78,18,18,27,15,4,"13,9","3,21","3,21","4,81","2,67"
0820502007,636,174,15,48,57,54,2,"27,36","2,36","7,55","8,96","8,49"
0820502008,645,114,9,39,30,33,4,"17,67","1,4","6,05","4,65","5,12"
0820502009,576,84,15,27,24,18,4,"14,58","2,6","4,69","4,17","3,13"
0820502010,690,81,9,27,21,24,4,"11,74","1,3","3,91","3,04","3,48"
0820502011,483,63,3,30,12,21,4,"13,04","0,62","6,21","2,48","4,35"
0820502012,549,84,9,21,24,27,2,"15,3","1,64","3,83","4,37","4,92"
0820503001,543,66,15,21,12,18,2,"12,15","2,76","3,87","2,21","3,31"
0820503002,675,99,24,30,27,18,2,"14,67","3,56","4,44",4,"2,67"
0820503003,684,93,15,33,30,18,4,"13,6","2,19","4,82","4,39","2,63"
0820503004,612,75,9,27,24,15,4,"12,25","1,47","4,41","3,92","2,45"
0820504001,459,84,6,33,24,21,2,"18,3","1,31","7,19","5,23","4,58"
0820504002,489,81,18,30,24,15,2,"16,56","3,68","6,13","4,91","3,07"
0820504003,654,111,15,39,24,33,2,"16,97","2,29","5,96","3,67","5,05"
0820505001,546,66,12,12,27,18,4,"12,09","2,2","2,2","4,95","3,3"
0820505002,486,48,3,30,3,9,4,"9,88","0,62","6,17","0,62","1,85"
0820505003,690,90,15,21,36,21,2,"13,04","2,17","3,04","5,22","3,04"
0820505004,597,36,3,9,12,9,4,"6,03","0,5","1,51","2,01","1,51"
0820505005,450,63,6,30,15,12,2,14,"1,33","6,67","3,33","2,67"
0820505006,930,102,0,48,21,36,4,"10,97",0,"5,16","2,26","3,87"
0820505007,1101,207,6,102,24,75,4,"18,8","0,54","9,26","2,18","6,81"
0820505008,417,45,9,9,12,12,"2, 4","10,79","2,16","2,16","2,88","2,88"
0820506001,456,96,18,39,12,24,2,"21,05","3,95","8,55","2,63","5,26"
0820601001,348,63,12,12,24,15,2,"18,1","3,45","3,45","6,9","4,31"
0820701001,1053,213,30,87,42,51,2,"20,23","2,85","8,26","3,99","4,84"
0820801001,726,177,27,48,57,45,2,"24,38","3,72","6,61","7,85","6,2"
0820801002,792,141,12,51,51,27,2,"17,8","1,52","6,44","6,44","3,41"
0820801003,420,60,9,24,9,15,3,"14,29","2,14","5,71","2,14","3,57"
0820801004,372,54,9,21,12,12,2,"14,52","2,42","5,65","3,23","3,23"
0820801005,477,111,6,66,9,27,2,"23,27","1,26","13,84","1,89","5,66"
0820901001,657,102,18,24,36,24,2,"15,53","2,74","3,65","5,48","3,65"
0820901002,738,147,15,54,42,36,"2, 3, 4","19,92","2,03","7,32","5,69","4,88"
0820901003,798,96,12,30,36,18,2,"12,03","1,5","3,76","4,51","2,26"
0820901004,813,144,18,87,18,27,2,"17,71","2,21","10,7","2,21","3,32"
0821001001,624,165,15,72,36,42,2,"26,44","2,4","11,54","5,77","6,73"
0821001002,798,219,21,108,51,36,1,"27,44","2,63","13,53","6,39","4,51"
0821002001,582,135,21,63,30,24,2,"23,2","3,61","10,82","5,15","4,12"
0821002002,450,102,9,42,27,24,2,"22,67",2,"9,33",6,"5,33"
0821101001,666,174,12,51,72,42,2,"26,13","1,8","7,66","10,81","6,31"
0821101002,498,123,15,21,63,24,2,"24,7","3,01","4,22","12,65","4,82"
0821101003,528,90,9,21,33,24,2,"17,05","1,7","3,98","6,25","4,55"
0821101004,678,102,9,24,36,33,2,"15,04","1,33","3,54","5,31","4,87"
0821101005,1110,240,18,102,51,69,2,"21,62","1,62","9,19","4,59","6,22"
0821101006,288,87,6,24,30,27,1,"30,21","2,08","8,33","10,42","9,38"
0821101007,651,165,9,69,48,42,2,"25,35","1,38","10,6","7,37","6,45"
0821102003,534,105,12,36,30,27,2,"19,66","2,25","6,74","5,62","5,06"
0821102004,570,111,15,21,57,15,2,"19,47","2,63","3,68",10,"2,63"
0821102006,471,75,12,24,30,9,2,"15,92","2,55","5,1","6,37","1,91"
0821102007,426,87,15,33,30,18,3,"20,42","3,52","7,75","7,04","4,23"
0821102008,609,135,12,33,51,36,2,"22,17","1,97","5,42","8,37","5,91"
0821103001,687,201,24,42,99,39,2,"29,26","3,49","6,11","14,41","5,68"
0821103002,948,252,18,96,48,90,2,"26,58","1,9","10,13","5,06","9,49"
0821103003,684,141,18,33,57,30,2,"20,61","2,63","4,82","8,33","4,39"
0821103004,732,144,18,36,57,36,2,"19,67","2,46","4,92","7,79","4,92"
0821103005,648,156,18,39,66,33,2,"24,07","2,78","6,02","10,19","5,09"
0821104003,405,84,9,18,45,15,2,"20,74","2,22","4,44","11,11","3,7"
0821104006,705,153,18,36,72,24,2,"21,7","2,55","5,11","10,21","3,4"
0821104007,303,72,12,18,36,9,2,"23,76","3,96","5,94","11,88","2,97"
0821104008,327,75,9,18,30,18,2,"22,94","2,75","5,5","9,17","5,5"
0821105001,432,114,12,30,54,18,2,"26,39","2,78","6,94","12,5","4,17"
0821105002,351,75,6,21,30,15,2,"21,37","1,71","5,98","8,55","4,27"
0821105003,633,165,15,48,66,36,2,"26,07","2,37","7,58","10,43","5,69"
0821105004,471,114,15,33,48,18,2,"24,2","3,18","7,01","10,19","3,82"
0821105005,576,111,18,21,54,21,2,"19,27","3,13","3,65","9,38","3,65"
0821106004,459,48,3,21,6,15,4,"10,46","0,65","4,58","1,31","3,27"
0821107001,690,90,9,24,24,33,4,"13,04","1,3","3,48","3,48","4,78"
0821107002,690,69,6,24,21,18,4,10,"0,87","3,48","3,04","2,61"
0821107003,399,54,3,15,18,21,4,"13,53","0,75","3,76","4,51","5,26"
0821201001,228,48,3,24,15,6,2,"21,05","1,32","10,53","6,58","2,63"
0821301001,498,117,9,45,33,27,2,"23,49","1,81","9,04","6,63","5,42"
0821301002,507,132,12,54,27,39,2,"26,04","2,37","10,65","5,33","7,69"
0821301003,726,135,18,48,36,27,2,"18,6","2,48","6,61","4,96","3,72"
0821301004,327,54,15,12,21,6,2,"16,51","4,59","3,67","6,42","1,83"
0821301005,597,144,12,57,36,39,2,"24,12","2,01","9,55","6,03","6,53"
0821301006,684,159,6,72,30,51,2,"23,25","0,88","10,53","4,39","7,46"
0821401001,495,75,15,12,36,12,2,"15,15","3,03","2,42","7,27","2,42"
0821401002,396,108,9,36,27,33,2,"27,27","2,27","9,09","6,82","8,33"
0821401003,627,156,18,63,48,30,2,"24,88","2,87","10,05","7,66","4,78"
0821401004,516,93,12,33,24,24,"2, 3","18,02","2,33","6,4","4,65","4,65"
0821402001,810,168,18,60,51,42,2,"20,74","2,22","7,41","6,3","5,19"
0821402002,492,90,12,33,24,21,4,"18,29","2,44","6,71","4,88","4,27"
0821501001,507,123,15,48,33,27,2,"24,26","2,96","9,47","6,51","5,33"
0821501002,420,114,15,39,42,18,"1, 2","27,14","3,57","9,29",10,"4,29"
0821501003,438,96,12,27,33,21,2,"21,92","2,74","6,16","7,53","4,79"
0821601001,15,6,3,3,0,0,,40,20,20,0,0
0821701001,633,114,15,51,21,33,2,"18,01","2,37","8,06","3,32","5,21"
0821701002,429,96,9,27,39,21,2,"22,38","2,1","6,29","9,09","4,9"
0821701003,708,132,12,42,54,27,2,"18,64","1,69","5,93","7,63","3,81"
0821701004,909,150,12,45,57,36,4,"16,5","1,32","4,95","6,27","3,96"
0821701005,693,144,12,36,51,42,2,"20,78","1,73","5,19","7,36","6,06"
0821701006,429,105,12,24,39,30,2,"24,48","2,8","5,59","9,09","6,99"
0821701007,504,102,12,21,45,24,2,"20,24","2,38","4,17","8,93","4,76"
0821701008,582,111,12,24,45,24,2,"19,07","2,06","4,12","7,73","4,12"
0821701009,501,63,6,15,15,24,4,"12,57","1,2","2,99","2,99","4,79"
0821701010,648,87,6,33,15,33,4,"13,43","0,93","5,09","2,31","5,09"
0821702002,1008,219,15,84,48,72,2,"21,73","1,49","8,33","4,76","7,14"
0821702003,282,63,12,21,15,15,2,"22,34","4,26","7,45","5,32","5,32"
0821702004,525,120,12,36,45,24,2,"22,86","2,29","6,86","8,57","4,57"
0821703001,525,135,15,42,54,27,2,"25,71","2,86",8,"10,29","5,14"
0821703002,534,126,9,39,51,27,2,"23,6","1,69","7,3","9,55","5,06"
0821703003,342,72,6,21,30,12,2,"21,05","1,75","6,14","8,77","3,51"
0821703004,651,156,30,33,66,24,2,"23,96","4,61","5,07","10,14","3,69"
0821703005,444,90,12,21,42,15,2,"20,27","2,7","4,73","9,46","3,38"
0821704001,921,135,18,51,30,39,4,"14,66","1,95","5,54","3,26","4,23"
0821705001,912,138,12,42,39,42,2,"15,13","1,32","4,61","4,28","4,61"
0821705002,402,84,9,18,36,24,2,"20,9","2,24","4,48","8,96","5,97"
0821801001,885,183,24,81,48,33,2,"20,68","2,71","9,15","5,42","3,73"
0821801002,753,135,21,45,45,30,2,"17,93","2,79","5,98","5,98","3,98"
0821801003,861,204,24,57,63,57,2,"23,69","2,79","6,62","7,32","6,62"
0821801005,675,144,21,42,48,33,2,"21,33","3,11","6,22","7,11","4,89"
0821801006,861,162,15,66,51,33,2,"18,82","1,74","7,67","5,92","3,83"
0821901001,414,87,12,24,27,24,2,"21,01","2,9","5,8","6,52","5,8"
0821901002,750,189,24,57,57,51,2,"25,2","3,2","7,6","7,6","6,8"
0821901003,897,219,27,60,66,60,2,"24,41","3,01","6,69","7,36","6,69"
0821901004,771,132,21,39,42,33,2,"17,12","2,72","5,06","5,45","4,28"
0821901005,528,138,24,30,54,30,2,"26,14","4,55","5,68","10,23","5,68"
0821901006,507,105,15,27,45,21,2,"20,71","2,96","5,33","8,88","4,14"
0821902001,477,108,15,33,30,27,2,"22,64","3,14","6,92","6,29","5,66"
0821902002,489,120,15,27,57,18,2,"24,54","3,07","5,52","11,66","3,68"
0821902003,531,153,15,48,51,39,1,"28,81","2,82","9,04","9,6","7,34"
0821902004,486,105,12,33,33,24,2,"21,6","2,47","6,79","6,79","4,94"
0821902005,429,63,6,18,30,9,2,"14,69","1,4","4,2","6,99","2,1"
0821903001,555,159,33,33,69,27,1,"28,65","5,95","5,95","12,43","4,86"
0821903002,411,84,9,18,36,21,2,"20,44","2,19","4,38","8,76","5,11"
0821903003,396,75,6,18,24,24,"2, 3","18,94","1,52","4,55","6,06","6,06"
0821903004,354,75,12,15,27,21,2,"21,19","3,39","4,24","7,63","5,93"
0822001001,594,114,15,45,27,30,2,"19,19","2,53","7,58","4,55","5,05"
0822001002,495,63,15,21,15,12,4,"12,73","3,03","4,24","3,03","2,42"
0822101001,510,117,15,27,39,33,2,"22,94","2,94","5,29","7,65","6,47"
0822101002,915,255,45,54,114,42,1,"27,87","4,92","5,9","12,46","4,59"
0822101003,915,234,27,69,84,51,2,"25,57","2,95","7,54","9,18","5,57"
0822101004,681,177,18,39,69,48,2,"25,99","2,64","5,73","10,13","7,05"
0822101005,693,111,24,27,30,30,4,"16,02","3,46","3,9","4,33","4,33"
0822101006,849,162,12,66,36,51,4,"19,08","1,41","7,77","4,24","6,01"
0822101007,663,132,9,42,33,48,2,"19,91","1,36","6,33","4,98","7,24"
0822101008,576,192,21,81,39,54,1,"33,33","3,65","14,06","6,77","9,38"
0822101009,345,48,9,12,18,9,2,"13,91","2,61","3,48","5,22","2,61"
0822101010,957,222,3,108,12,96,2,"23,2","0,31","11,29","1,25","10,03"
0822201001,927,216,36,87,51,42,2,"23,3","3,88","9,39","5,5","4,53"
0822301001,984,237,36,93,60,45,2,"24,09","3,66","9,45","6,1","4,57"
0822401001,483,147,9,75,30,33,1,"30,43","1,86","15,53","6,21","6,83"
0822501001,39,15,6,6,3,,,"38,46","15,38","15,38","7,69",0
0822601001,426,90,18,30,24,15,2,"21,13","4,23","7,04","5,63","3,52"
0822701001,816,183,21,69,51,45,2,"22,43","2,57","8,46","6,25","5,51"
0822701002,384,87,15,33,24,15,2,"22,66","3,91","8,59","6,25","3,91"
0822801001,126,33,6,15,9,3,"1, 2, 4","26,19","4,76","11,9","7,14","2,38"
0822901001,261,84,12,24,30,15,1,"32,18","4,6","9,2","11,49","5,75"
0823001001,957,195,27,66,54,51,2,"20,38","2,82","6,9","5,64","5,33"
0823001002,648,96,18,30,39,12,2,"14,81","2,78","4,63","6,02","1,85"
0823001003,555,123,18,30,48,27,3,"22,16","3,24","5,41","8,65","4,86"
0823001004,627,102,24,27,30,21,2,"16,27","3,83","4,31","4,78","3,35"
0823001005,354,72,9,24,21,18,2,"20,34","2,54","6,78","5,93","5,08"
0823001006,528,57,9,15,21,12,2,"10,8","1,7","2,84","3,98","2,27"
0823101001,396,78,18,21,30,9,2,"19,7","4,55","5,3","7,58","2,27"
0823101002,567,150,18,48,48,36,2,"26,46","3,17","8,47","8,47","6,35"
0823101003,813,177,27,60,51,36,2,"21,77","3,32","7,38","6,27","4,43"
0823101004,720,114,12,39,30,30,2,"15,83","1,67","5,42","4,17","4,17"
0823101005,903,189,21,69,45,51,2,"20,93","2,33","7,64","4,98","5,65"
0823101006,687,150,15,57,57,21,2,"21,83","2,18","8,3","8,3","3,06"
0823101007,762,141,12,54,33,42,2,"18,5","1,57","7,09","4,33","5,51"
0823101008,573,117,12,39,48,18,2,"20,42","2,09","6,81","8,38","3,14"
0823101009,1080,243,30,90,60,63,2,"22,5","2,78","8,33","5,56","5,83"
0823101010,627,120,9,45,33,33,2,"19,14","1,44","7,18","5,26","5,26"
0823101011,477,99,9,33,30,27,2,"20,75","1,89","6,92","6,29","5,66"
0823101012,618,144,18,75,15,33,2,"23,3","2,91","12,14","2,43","5,34"
0823101013,648,126,15,60,27,24,2,"19,44","2,31","9,26","4,17","3,7"
0823101014,579,192,21,93,15,63,1,"33,16","3,63","16,06","2,59","10,88"
0823101015,789,141,36,57,24,24,2,"17,87","4,56","7,22","3,04","3,04"
0823101016,585,138,18,39,45,36,2,"23,59","3,08","6,67","7,69","6,15"
0823101017,984,255,21,99,75,60,2,"25,91","2,13","10,06","7,62","6,1"
0823201001,930,231,33,84,78,39,2,"24,84","3,55","9,03","8,39","4,19"
0823301001,426,96,18,24,33,18,2,"22,54","4,23","5,63","7,75","4,23"
0823301002,516,114,21,45,33,18,2,"22,09","4,07","8,72","6,4","3,49"
0823401001,444,99,9,39,18,33,2,"22,3","2,03","8,78","4,05","7,43"
0823401002,537,99,15,36,24,21,2,"18,44","2,79","6,7","4,47","3,91"
0823401003,732,147,18,60,36,33,2,"20,08","2,46","8,2","4,92","4,51"
0823501001,651,165,36,66,30,30,2,"25,35","5,53","10,14","4,61","4,61"
0823501002,963,291,39,99,72,81,1,"30,22","4,05","10,28","7,48","8,41"
0823501003,633,219,30,63,69,57,1,"34,6","4,74","9,95","10,9",9
0823601001,888,216,27,84,54,48,2,"24,32","3,04","9,46","6,08","5,41"
0823701001,477,108,21,27,45,18,2,"22,64","4,4","5,66","9,43","3,77"
0823701002,369,108,15,27,54,15,2,"29,27","4,07","7,32","14,63","4,07"
0823801001,630,135,9,33,63,30,2,"21,43","1,43","5,24",10,"4,76"
0823801002,411,45,12,9,21,6,2,"10,95","2,92","2,19","5,11","1,46"
0823801003,840,183,15,72,33,60,2,"21,79","1,79","8,57","3,93","7,14"
0823801004,537,42,12,9,15,9,4,"7,82","2,23","1,68","2,79","1,68"
0823801005,681,81,6,27,24,24,4,"11,89","0,88","3,96","3,52","3,52"
0823801006,585,69,12,21,9,24,4,"11,79","2,05","3,59","1,54","4,1"
0823801007,573,51,9,15,21,12,4,"8,9","1,57","2,62","3,66","2,09"
0823801008,825,144,12,54,27,48,4,"17,45","1,45","6,55","3,27","5,82"
0823801009,459,75,12,33,12,18,4,"16,34","2,61","7,19","2,61","3,92"
0823801010,510,117,15,33,30,39,2,"22,94","2,94","6,47","5,88","7,65"
0823801011,552,141,15,36,48,39,2,"25,54","2,72","6,52","8,7","7,07"
0823801012,396,63,6,24,15,15,3,"15,91","1,52","6,06","3,79","3,79"
0823901001,261,81,9,48,6,15,1,"31,03","3,45","18,39","2,3","5,75"
0824001001,477,126,15,33,42,36,2,"26,42","3,14","6,92","8,81","7,55"
0824001002,768,168,21,45,57,45,2,"21,88","2,73","5,86","7,42","5,86"
0824001003,444,90,15,30,30,15,2,"20,27","3,38","6,76","6,76","3,38"
0824001004,405,66,6,30,15,15,3,"16,3","1,48","7,41","3,7","3,7"
0824002001,468,123,12,45,36,27,1,"26,28","2,56","9,62","7,69","5,77"
0824002002,792,171,18,60,42,51,2,"21,59","2,27","7,58","5,3","6,44"
0824002003,543,114,15,39,36,24,2,"20,99","2,76","7,18","6,63","4,42"
0824002004,924,216,21,75,60,54,2,"23,38","2,27","8,12","6,49","5,84"
0824101001,39,15,3,9,3,0,,"38,46","7,69","23,08","7,69",0
0824201001,117,54,12,27,3,12,1,"46,15","10,26","23,08","2,56","10,26"
0824301001,60,12,3,6,3,0,,20,5,10,5,0
0824401001,831,141,18,45,45,33,2,"16,97","2,17","5,42","5,42","3,97"
0824401002,282,48,6,18,24,3,2,"17,02","2,13","6,38","8,51","1,06"
0824401003,891,114,12,60,18,27,4,"12,79","1,35","6,73","2,02","3,03"
0824401004,534,63,9,27,21,9,"2, 3","11,8","1,69","5,06","3,93","1,69"
0824401005,273,54,6,33,6,9,2,"19,78","2,2","12,09","2,2","3,3"
0824501001,411,108,12,18,45,27,2,"26,28","2,92","4,38","10,95","6,57"
0824501002,375,90,12,24,42,15,2,24,"3,2","6,4","11,2",4
0824501003,537,120,12,21,57,33,2,"22,35","2,23","3,91","10,61","6,15"
0824501004,333,75,15,12,30,15,2,"22,52","4,5","3,6","9,01","4,5"
0824501005,336,72,9,18,36,12,2,"21,43","2,68","5,36","10,71","3,57"
0824501006,327,87,18,12,42,15,2,"26,61","5,5","3,67","12,84","4,59"
0824501007,552,108,12,30,42,27,2,"19,57","2,17","5,43","7,61","4,89"
0824501009,525,120,21,21,51,24,2,"22,86",4,4,"9,71","4,57"
0824501010,600,114,15,27,42,33,2,19,"2,5","4,5",7,"5,5"
0824501011,435,120,15,30,57,15,2,"27,59","3,45","6,9","13,1","3,45"
0824501012,339,81,18,9,39,15,2,"23,89","5,31","2,65","11,5","4,42"
0824501013,759,168,12,27,87,39,2,"22,13","1,58","3,56","11,46","5,14"
0824501014,417,78,12,24,24,18,2,"18,71","2,88","5,76","5,76","4,32"
0824501015,348,81,6,18,30,27,2,"23,28","1,72","5,17","8,62","7,76"
0824501016,363,87,12,18,33,24,2,"23,97","3,31","4,96","9,09","6,61"
0824501017,603,150,15,42,48,42,2,"24,88","2,49","6,97","7,96","6,97"
0824501018,534,135,6,39,45,42,2,"25,28","1,12","7,3","8,43","7,87"
0824501019,618,153,15,39,63,36,2,"24,76","2,43","6,31","10,19","5,83"
0824502001,393,102,12,27,36,27,2,"25,95","3,05","6,87","9,16","6,87"
0824502002,621,138,15,39,48,39,2,"22,22","2,42","6,28","7,73","6,28"
0824502003,624,117,12,33,45,30,2,"18,75","1,92","5,29","7,21","4,81"
0824502004,507,126,15,36,36,36,2,"24,85","2,96","7,1","7,1","7,1"
0824502005,495,114,15,27,42,30,2,"23,03","3,03","5,45","8,48","6,06"
0824502006,501,123,12,27,54,24,2,"24,55","2,4","5,39","10,78","4,79"
0824502007,765,156,18,45,54,39,2,"20,39","2,35","5,88","7,06","5,1"
0824502008,576,111,18,36,39,15,2,"19,27","3,13","6,25","6,77","2,6"
0824502009,441,75,12,30,24,12,2,"17,01","2,72","6,8","5,44","2,72"
0824502010,297,69,9,15,27,18,2,"23,23","3,03","5,05","9,09","6,06"
0824502011,510,96,9,36,39,15,2,"18,82","1,76","7,06","7,65","2,94"
0824503001,333,90,6,36,33,15,2,"27,03","1,8","10,81","9,91","4,5"
0824503002,294,72,3,27,27,15,2,"24,49","1,02","9,18","9,18","5,1"
0824503003,348,78,9,18,36,18,2,"22,41","2,59","5,17","10,34","5,17"
0824503004,408,81,9,21,39,9,2,"19,85","2,21","5,15","9,56","2,21"
0824503005,441,96,18,33,27,21,2,"21,77","4,08","7,48","6,12","4,76"
0824503006,432,78,6,24,30,18,2,"18,06","1,39","5,56","6,94","4,17"
0824503007,672,147,18,33,78,18,2,"21,88","2,68","4,91","11,61","2,68"
0824503008,312,69,9,21,33,12,2,"22,12","2,88","6,73","10,58","3,85"
0824503009,651,153,15,60,30,48,2,"23,5","2,3","9,22","4,61","7,37"
0824503010,252,42,9,9,15,6,2,"16,67","3,57","3,57","5,95","2,38"
0824503011,435,111,12,30,42,27,1,"25,52","2,76","6,9","9,66","6,21"
0824503012,606,138,12,42,45,36,2,"22,77","1,98","6,93","7,43","5,94"
0824503013,624,141,21,39,60,24,2,"22,6","3,37","6,25","9,62","3,85"
0824503014,459,102,15,33,36,15,2,"22,22","3,27","7,19","7,84","3,27"
0824503015,444,60,9,18,18,15,2,"13,51","2,03","4,05","4,05","3,38"
0824503016,315,72,6,21,33,15,2,"22,86","1,9","6,67","10,48","4,76"
0824503017,246,60,9,18,27,9,2,"24,39","3,66","7,32","10,98","3,66"
0824504001,447,114,12,21,57,24,2,"25,5","2,68","4,7","12,75","5,37"
0824504002,489,117,9,30,57,24,2,"23,93","1,84","6,13","11,66","4,91"
0824504003,591,105,12,24,45,21,2,"17,77","2,03","4,06","7,61","3,55"
0824504004,603,132,21,36,48,30,2,"21,89","3,48","5,97","7,96","4,98"
0824504005,435,126,15,33,51,27,2,"28,97","3,45","7,59","11,72","6,21"
0824504006,534,156,27,45,57,27,2,"29,21","5,06","8,43","10,67","5,06"
0824504007,642,147,24,33,51,36,2,"22,9","3,74","5,14","7,94","5,61"
0824504008,687,168,24,27,66,54,2,"24,45","3,49","3,93","9,61","7,86"
0824504009,603,156,15,42,72,30,2,"25,87","2,49","6,97","11,94","4,98"
0824504010,495,114,12,27,51,24,2,"23,03","2,42","5,45","10,3","4,85"
0824504011,435,96,15,21,39,21,2,"22,07","3,45","4,83","8,97","4,83"
0824504012,405,93,15,27,33,18,2,"22,96","3,7","6,67","8,15","4,44"
0824504013,447,114,24,12,54,21,2,"25,5","5,37","2,68","12,08","4,7"
0824504014,711,168,21,42,66,36,2,"23,63","2,95","5,91","9,28","5,06"
0824504015,561,129,12,36,48,27,2,"22,99","2,14","6,42","8,56","4,81"
0824504016,549,132,15,15,69,30,2,"24,04","2,73","2,73","12,57","5,46"
0824505001,369,87,12,24,36,18,2,"23,58","3,25","6,5","9,76","4,88"
0824505002,531,132,21,33,63,18,2,"24,86","3,95","6,21","11,86","3,39"
0824505003,408,78,9,18,30,21,2,"19,12","2,21","4,41","7,35","5,15"
0824505004,321,66,6,18,27,15,2,"20,56","1,87","5,61","8,41","4,67"
0824505005,495,123,12,33,54,24,2,"24,85","2,42","6,67","10,91","4,85"
0824505006,417,78,9,15,33,15,2,"18,71","2,16","3,6","7,91","3,6"
0824505007,399,90,6,30,33,18,2,"22,56","1,5","7,52","8,27","4,51"
0824505008,342,63,9,21,18,18,2,"18,42","2,63","6,14","5,26","5,26"
0824505009,450,105,12,27,33,33,2,"23,33","2,67",6,"7,33","7,33"
0824505011,849,162,15,63,45,42,2,"19,08","1,77","7,42","5,3","4,95"
0824505012,519,114,6,39,39,27,3,"21,97","1,16","7,51","7,51","5,2"
0824505013,843,183,18,66,57,39,2,"21,71","2,14","7,83","6,76","4,63"
0824505014,567,111,9,36,39,27,2,"19,58","1,59","6,35","6,88","4,76"
0824505015,558,126,15,39,39,27,2,"22,58","2,69","6,99","6,99","4,84"
0824505016,477,129,9,57,33,30,2,"27,04","1,89","11,95","6,92","6,29"
0824505018,435,84,6,42,21,15,2,"19,31","1,38","9,66","4,83","3,45"
0824505019,516,135,9,57,30,39,2,"26,16","1,74","11,05","5,81","7,56"
0824506002,405,99,12,30,45,15,"1, 2","24,44","2,96","7,41","11,11","3,7"
0824506003,693,147,18,48,57,24,2,"21,21","2,6","6,93","8,23","3,46"
0824506004,345,78,6,12,48,15,2,"22,61","1,74","3,48","13,91","4,35"
0824506005,405,78,3,21,36,18,2,"19,26","0,74","5,19","8,89","4,44"
0824506008,996,198,21,54,81,42,2,"19,88","2,11","5,42","8,13","4,22"
0824506009,600,117,15,42,42,21,2,"19,5","2,5",7,7,"3,5"
0824506011,615,126,12,39,45,30,2,"20,49","1,95","6,34","7,32","4,88"
0824506012,756,156,15,57,45,36,2,"20,63","1,98","7,54","5,95","4,76"
0824506014,834,156,15,51,54,36,2,"18,71","1,8","6,12","6,47","4,32"
0824601001,840,174,24,66,51,33,2,"20,71","2,86","7,86","6,07","3,93"
0824701001,498,84,9,33,21,18,2,"16,87","1,81","6,63","4,22","3,61"
0824801001,1365,252,36,102,69,51,2,"18,46","2,64","7,47","5,05","3,74"
0824801002,1302,210,33,75,63,45,2,"16,13","2,53","5,76","4,84","3,46"
0824901001,126,18,3,3,6,6,2,"14,29","2,38","2,38","4,76","4,76"
0825001001,333,75,15,24,21,18,2,"22,52","4,5","7,21","6,31","5,41"
0825001002,780,162,21,57,57,27,2,"20,77","2,69","7,31","7,31","3,46"
